z1,q_1,q_2,q_3
-0.004,-35.019999999999996,45.84,113.976
-0.004,-80.21,59.66999999999999,81.12
-0.004,1.6599999999999966,41.639999999999986,127.864
-0.004,-42.06,52.369999999999976,97.792
-0.004,-56.92,66.94,66.672
-0.004,-80.36999999999999,77.23999999999998,46.19200000000001
-0.004,-123.66000000000001,45.619999999999976,113.968
-0.004,-47.150000000000006,41.5,129.12800000000001
-0.004,-26.269999999999996,61.28999999999999,77.872
-0.004,9.879999999999995,54.75999999999999,91.744
