x1,q_1,q_2,q_3
0.3044,102.93,18.169999999999987,55.512
0.3044,88.35,9.469999999999999,85.488
0.3044,71.03,18.72,101.696
0.3044,71.16,36.97999999999999,2.1679999999999993
0.3044,87.06,8.870000000000005,83.504
0.3044,111.78999999999999,33.599999999999994,29.072
0.3044,87.1,62.97,-37.552
0.3044,116.08000000000001,28.22999999999999,60.584
0.3044,58.019999999999996,21.95999999999998,94.88
0.3044,65.03,25.039999999999992,27.408
