x1,y1,z1,phix1,phiy1,phiz1,q_1,q_2,q_3
0.27262445110261324,0.06619159629593818,0.5150237722854204,94.19991239985725,-3.901597704006724,94.91267011394876,-0.009999999999990905,0.0,0.008000000000009777
0.2788886172847038,-0.06910011690671075,0.4622696355709243,92.74647104474298,-45.60002321445496,96.1680112416538,0.27000000000003865,0.009999999999990905,42.84000000000003
0.30395004921336277,-0.1001913297535384,0.45660689792857595,95.36184638570259,-49.79537396646466,98.97471117253507,-4.199999999999989,3.5999999999999943,42.84800000000001
0.2935939185450901,-0.14934484605201453,0.410184935572564,90.1816743137977,-65.27505944990259,99.02556922216445,-2.6299999999999955,10.219999999999999,50.33600000000001
0.32062857839060255,0.2025031237865053,0.46257191284645804,93.80826500657322,38.291966162485785,62.173675616141075,30.510000000000048,4.909999999999997,-44.24799999999999
0.27509608493843685,0.11058300649935121,0.38750518230062525,91.06528379500872,48.77208006120629,66.1463437527087,23.400000000000034,37.16999999999999,-88.32
0.2956186096740673,0.12963217794792653,0.4749328343654947,95.96666700515681,25.407470265043298,55.38191920160193,37.85000000000002,18.079999999999984,-47.599999999999994
0.12753241592259357,-0.03924666685842998,0.38212673963605087,78.39397947904125,-74.62521878759848,56.26581838090573,49.84000000000003,10.219999999999999,59.160000000000025
0.27335674276127775,0.1116790442557371,0.4835757415073794,93.69299712739516,13.787446851783558,26.6412893324817,65.35000000000002,24.659999999999997,-41.79999999999998
0.2674974762457264,0.02061809116926533,0.5074001531309182,94.14684798637526,-2.502169844542708,88.93406556528076,4.189999999999998,13.310000000000002,-13.719999999999999
