2023-09-20_16:40:52.540797,0.710413390384875,0.558694135347212,0.307886957787538,1.12106323051843,0.51892049104217,0.310601946541605,0.883980565762188,0.282227745063343,0.311303681760213,0.77822868704254,0.741426000035664,1.20047163389575,1.08216729806724,0.725382689749871,1.20104683234667,1.07468439664897,0.548624315107421,1.2019943877914,0.764755964575266,0.559531565618153,1.20015818222515,0.951573030195948,-0.360339542717252,1.32804705628087,0.86555499879536,-0.389480534397096,1.19748339328878,0.888098371505273,-0.422329414506888,1.29619649198132,5.0441088614321,-4.57677522692297,-730.447998046875,-8.96886126663472,16.1878499529261,-2.22995090484619,0.922161537910517,0.462278575943892,0
2023-09-20_16:40:52.547765,0.710413236856188,0.558673582379531,0.307887701153485,1.12106983421877,0.51891914604962,0.310608474715131,0.883981866719595,0.282197710306004,0.311313435446083,0.77819323485869,0.741410842155846,1.20042690661493,1.08213726021276,0.725392480963186,1.20101789580327,1.07467885948837,0.548639409068494,1.20198276333919,0.764753332331167,0.559539336913972,1.20016605428255,0.951559379605441,-0.360301658967541,1.32807661352525,0.865568495012077,-0.38946401239784,1.19750775689209,0.888063006507504,-0.422414064560092,1.29622101658015,5.71661663998108,-4.52695310755938,-729.743835449219,-9.54251325224924,17.0856734667452,-1.89471304416657,0.923413248739806,0.463076525282309,0
2023-09-20_16:40:52.553738,0.710419268044214,0.558687478829546,0.307899872137632,1.12106002237516,0.518923641691655,0.310610811301427,0.883985403133572,0.282206802888682,0.311310689179461,0.778197526693122,0.741406556677602,1.20041881007137,1.08214761200599,0.725404054866792,1.2010101022356,1.07467353026166,0.548651494490461,1.20199329300304,0.764751290446362,0.559541137677235,1.20014956677203,0.95157265960061,-0.360291806183383,1.32809504102748,0.865572930790414,-0.389458036416048,1.19753274247371,0.888124448323608,-0.422267875759,1.29626656266382,5.44372991470812,-4.43836478413328,-729.210021972656,-9.7622200723598,16.1785175451141,-1.97782444953918,0.922186359867851,0.463387390898308,0
2023-09-20_16:40:52.561704,0.710332909183105,0.558653889053104,0.307958934103294,1.12105369234458,0.518921080087673,0.310604726607395,0.883959253300403,0.282221685907815,0.311306395784993,0.778221512547174,0.741436771843732,1.20044434951649,1.08217860025881,0.725397023634651,1.20104859486735,1.07468931309761,0.548645139243715,1.20199185575169,0.764758497200881,0.559553345937346,1.20015985611098,0.951577114981395,-0.360285876183521,1.3281104727442,0.86558253974994,-0.389449231326404,1.19754200063113,0.888108670161142,-0.422339675885603,1.29627442742791,5.08221089757809,-4.93934743202961,-730.098510742188,-10.03755044993,16.707154563918,-1.97819781303406,0.922883425125896,0.463748213915894,0
2023-09-20_16:40:52.571659,0.710395281272965,0.55865867188511,0.307928093754901,1.12105802394235,0.518907379417189,0.31059860532391,0.883976010478547,0.282227756732786,0.311296050267136,0.778187457418436,0.74141597217073,1.20042440563159,1.0821590014041,0.725406086923708,1.20101453870175,1.07467937309405,0.548654660144701,1.20199603709322,0.764753331000944,0.559564579829565,1.20015263275388,0.951577792755763,-0.360285828274268,1.3281437954301,0.865608113003402,-0.389452037576836,1.19753817377457,0.888125270287458,-0.422237655571734,1.29628529021037,5.07959589403803,-5.03034131243432,-729.214599609375,-10.4378725129957,16.380263744151,-1.9779771566391,0.922462882869603,0.46431385560757,0
2023-09-20_16:40:52.581623,0.710353558220511,0.558660527447373,0.307954477923697,1.12105306613944,0.518922954129374,0.310602313342963,0.883985984833943,0.282218956906391,0.311305419564966,0.778241929475363,0.741459821320884,1.20044227375825,1.0821421660232,0.725408773641585,1.20100850812144,1.07468247214975,0.548649758730628,1.2020009316028,0.764744687361386,0.559547909235212,1.20015042435922,0.951602763370174,-0.360296233703676,1.32809807823185,0.865609086356246,-0.389457803105967,1.19752496435496,0.888085301990655,-0.42238332736403,1.29624964389379,4.81386302875368,-5.3491731496402,-730.455505371094,-10.3554711738601,16.5825494848855,-2.11857628822327,0.922701657170882,0.464176731322018,0
2023-09-20_16:40:52.591573,0.710349681123398,0.558656867075137,0.307970600974545,1.12105520256868,0.518921760270278,0.310602484374559,0.88397932055501,0.282225449179251,0.311307636691094,0.778197782135609,0.741418820231359,1.20043653161712,1.08213762889331,0.72541592096418,1.20100954500127,1.07467239218977,0.548658184018559,1.20199476972341,0.764761585655826,0.559551090072503,1.20015145730974,0.951596686940948,-0.360302451370434,1.32807427505827,0.865614162460818,-0.389455651748752,1.19749618159468,0.888117280094699,-0.422413384946427,1.29622925273862,5.58429446347719,-5.6162227040829,-729.224792480469,-10.1845154799289,16.6971410297304,-2.09222650527954,0.922897111910889,0.463966221625154,0
2023-09-20_16:40:52.601528,0.710389434184055,0.558663699205398,0.307939556162267,1.12108193200121,0.518922626753748,0.310617115814767,0.883981810638905,0.282208455341167,0.311297796962238,0.778203322033926,0.741429914473961,1.20043406219886,1.08216601363201,0.725398358820262,1.20105267679466,1.07467429302955,0.548640585856082,1.20199735076824,0.764758120628031,0.559538995919179,1.20015825280148,0.951617231012965,-0.360316765656234,1.32804235763917,0.865629697528116,-0.389470466778868,1.19747207704563,0.888114977576161,-0.422437318535938,1.29619081489744,5.53612483629067,-5.66178257207934,-729.578979492188,-11.6440444229055,16.6336153343362,-1.95217514038086,0.922798925060357,0.465959950457584,0
2023-09-20_16:40:52.611487,0.710384673034264,0.55865079145968,0.307926492502804,1.12105289391546,0.518939365128,0.31061018662764,0.883981137721191,0.282217850460876,0.311317497284001,0.778161459550321,0.741388220101285,1.20043645501839,1.08213682515482,0.725396897961872,1.20101787814545,1.07468575956691,0.548638394625721,1.2019959373007,0.764751069042661,0.559534800861565,1.20014976392214,0.951620294477308,-0.360346238291581,1.32801022010829,0.865657560165951,-0.389472439806043,1.1974268841788,0.88810513038069,-0.422446245264993,1.2961733947182,5.09103506133345,-5.52770249919181,-733.1142578125,-10.1362528379548,16.8431790699999,-1.95240271091461,0.922974834461106,0.46382629410921,0
2023-09-20_16:40:52.622436,0.710413463452032,0.558668630642129,0.307894924404516,1.12107374263006,0.518913633594856,0.310617889855755,0.883976791477115,0.282198778186434,0.311308425644363,0.77819409256213,0.741397053082388,1.20045067598338,1.0821527861674,0.725385594835333,1.20102258370986,1.07468336275708,0.548625230976053,1.20199956459323,0.764777973412186,0.559515153533629,1.20015823621225,0.951665673405693,-0.360390710486445,1.3279892502318,0.865679668742654,-0.389473444089558,1.19738065084751,0.888098591814642,-0.422480102813581,1.29614314192051,5.25659338499945,-5.57389090565549,-727.098327636719,-9.65476660365917,16.5685836582333,-2.00643587112427,0.922787267785258,0.463278488367056,0
