# Exciting inertia trajectories
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.505543237250554538e-03,4.178238877783268698e-06,-3.013387499648692870e-06,5.009872030512283955e-03,-3.557907069458950220e-03,4.001318562665310274e+00,-2.753707328389811693e+00
5.011086474501109077e-03,3.334172693520605899e-05,-2.295480042014542057e-05,1.996980587409668065e-02,-1.331630403140779753e-02,7.958492798254768630e+00,-4.964735524130112765e+00
7.516629711751663181e-03,1.122179386065683224e-04,-7.365673876654889947e-05,4.475776582154164518e-02,-2.795107013025922502e-02,1.186218279355085592e+01,-6.659146248050071826e+00
1.002217294900221815e-02,2.652000718243366210e-04,-1.657228433450408389e-04,7.922836638059188585e-02,-4.620323876249884942e-02,1.570304863533605477e+01,-7.863001160978861925e+00
1.252771618625277313e-02,5.162886735615341855e-04,-3.066907811431079131e-04,1.232128722759482792e-01,-6.687899747668521466e-02,1.947175041039284693e+01,-8.602361923745647232e+00
1.503325942350332636e-02,8.890332653741319681e-04,-5.011951307097244719e-04,1.765191984492678612e-01,-8.884968797344974800e-02,2.315894820550371236e+01,-8.903290197179599019e+00
1.753880266075388134e-02,1.406473968943438603e-03,-7.511302675355345515e-04,2.389319100591639766e-01,-1.110518061054968225e-01,2.675530210745113635e+01,-8.791847642109889449e+00
2.004434589800443631e-02,2.091083131618491370e-03,-1.055813249433034187e-03,3.102122224812060569e-01,-1.324870018776037328e-01,3.025147220301759532e+01,-8.294095919365682690e+00
2.254988913525499128e-02,2.964706951958445778e-03,-1.412146701916753861e-03,3.900980013079198283e-01,-1.522220794466207783e-01,3.363811857898557633e+01,-7.436096689776150015e+00
2.505543237250554625e-02,4.048507105274969098e-03,-1.814781703583441194e-03,4.783037623487871315e-01,-1.693889971214710133e-01,3.690590132213755936e+01,-6.243911614170460922e+00
2.756097560975610122e-02,5.362902369174625018e-03,-2.256280671492241850e-03,5.745206716302463379e-01,-1.831848673631506219e-01,4.004548051925602437e+01,-4.743602353377785796e+00
3.006651884700665273e-02,6.927510249101271299e-03,-2.727280246544884663e-03,6.784165453956914060e-01,-1.928719567847284877e-01,4.304751625712346197e+01,-2.961230568227296800e+00
3.257206208425721117e-02,8.761088603878445721e-03,-3.216654178865859838e-03,7.896358501054731027e-01,-1.977776861513464990e-01,4.590266862252234858e+01,-9.228579195481483310e-01
3.507760532150776267e-02,1.088147727125175594e-02,-3.711676213182605374e-03,9.077997024368980039e-01,-1.972946303802196599e-01,4.860159770223516773e+01,1.345453931830466132e+00
3.758314855875832111e-02,1.330553969343127932e-02,-4.198182974205685696e-03,1.032505869284229272e+00,-1.908805185406356464e-01,5.113496358304439582e+01,3.817643325079405514e+00
4.008869179600887261e-02,1.604910454263393238e-02,-4.660736852008981121e-03,1.163328767758686100e+00,-1.780582338539548892e-01,5.349342635173252347e+01,6.467648599369479001e+00
4.259423503325942412e-02,1.912690734662588279e-02,-5.082788887409850007e-03,1.299819465188443601e+00,-1.584158136936116568e-01,5.566764609508202710e+01,9.269408093871533083e+00
4.509977827050998256e-02,2.255253211426493098e-02,-5.446841657349352044e-03,1.441505679118632921e+00,-1.316064495851115290e-01,5.764828289987538312e+01,1.219686014775637162e+01
4.760532150776053406e-02,2.633835296104290388e-02,-5.734612160272373541e-03,1.587891777311342567e+00,-9.734848720603495043e-02,5.942599685289508216e+01,1.522394310019486952e+01
5.011086474501109250e-02,3.049547573462804348e-02,-5.927194701507865898e-03,1.738458777745616191e+00,-5.542542638603326077e-02,6.099144804092360062e+01,1.832459529035780577e+01
5.261640798226164401e-02,3.503367964040737803e-02,-6.005223778648989541e-03,1.892664348617453474e+00,-5.685921106833080607e-03,6.233529655074343623e+01,2.147275505741605883e+01
5.512195121951220245e-02,3.996135886702917306e-02,-5.949036966933306421e-03,2.049942808339811684e+00,5.195622049776849050e-02,6.344820246913705120e+01,2.464236074054042547e+01
5.762749445676275395e-02,4.528546421194523663e-02,-5.738837804622977726e-03,2.209705125542603010e+00,1.175220361418999326e-01,6.432082588288690772e+01,2.780735067890175571e+01
6.013303769401330545e-02,5.101144470695335997e-02,-5.354858678384925158e-03,2.371338919072695006e+00,1.909674093876174705e-01,6.494382687877553906e+01,3.094166321167087830e+01
6.263858093126385695e-02,5.714318924373971986e-02,-4.777523708671026909e-03,2.534208457993914365e+00,2.721830696449036857e-01,6.530786554358540741e+01,3.401923667801861484e+01
6.514412416851442234e-02,6.368296819942126374e-02,-3.987611635098288476e-03,2.697654661587042035e+00,3.609945921716675166e-01,6.540360196409898208e+01,3.701400941711578696e+01
6.764966740576497384e-02,7.063137506208806704e-02,-2.966418701829023896e-03,2.860995099349814996e+00,4.571623980737495874e-01,6.522169622709873238e+01,3.989991976813323049e+01
7.015521064301552534e-02,7.798726805634573211e-02,-1.695921542951065591e-03,3.023523990996926258e+00,5.603817543049109950e-01,6.475280841936717025e+01,4.265090607024178837e+01
