x1,y1,z1,phix1,phiy1,phiz1,arm_1_joint,arm_2_joint,arm_3_joint,arm_4_joint,arm_5_joint,arm_6_joint,arm_7_joint,head_1_joint,head_2_joint,Unnamed: 15,torso_lift_joint
0.188131,-0.136957,0.9747969999999999,2.2264,-0.2421,0.06644299999999999,1.6507,-0.470239,0.406724,0.15541,1.05846,0.79908,0.976283,0.403364,-0.827941,,0
0.131723,-0.0386594,0.7733760000000001,2.36662,0.0470221,-0.145083,1.61543,-0.849073,-2.51045,1.41308,-1.63785,0.005368100000000001,0.441007,0.6521779999999999,-0.45932799999999996,,0
0.0931924,-0.0351905,0.498104,2.7223599999999997,-0.335619,0.106004,1.83782,-1.02085,-3.12702,2.02658,-0.492149,-0.08205520000000001,-0.49611000000000005,0.510876,-0.25351799999999997,,0
0.104403,-0.00569548,0.5318350000000001,2.4371400000000003,-0.20515999999999998,-0.094167,1.9697200000000001,-0.00244758,-3.0702700000000003,1.35633,-0.06730239999999998,-0.138037,-0.9593,0.804231,0.379268,,0
0.101477,0.227275,0.9031520000000001,2.10049,-0.0236392,-0.29834,2.2596,-0.28619,-0.0702695,-0.14827100000000001,0.831471,0.739264,0.43563900000000005,0.928638,-0.176724,,0
-0.0904253,-0.0977015,0.785641,2.07356,-0.0561952,0.183886,1.6706400000000001,0.46841099999999997,-1.18223,0.011238600000000001,1.90356,0.294479,-1.19856,-0.0282212,-0.0584604,,0
0.0179738,-0.053286099999999996,0.81371,2.50357,0.0468604,-0.138218,2.55868,0.00828861,0.42973100000000003,-0.200418,1.98638,0.7116560000000001,0.08517849999999999,1.1068,-0.17211600000000002,,0
0.18576099999999998,0.00675728,0.704464,2.61938,0.126771,-0.025178400000000004,1.5724799999999999,0.371786,-0.169963,0.21982800000000002,1.3192,1.07592,0.15496400000000002,0.27742100000000003,0.061339,,0
0.179001,0.014842900000000001,0.5527989999999999,2.78899,0.537837,-0.21770100000000003,1.55408,0.519025,-1.45371,0.51584,0.360612,1.2937100000000001,-0.490742,0.560025,0.313225,,0
0.125708,-0.027195900000000002,0.760888,2.3340400000000003,0.113587,-0.308172,1.04948,-1.11594,-2.04573,1.6201299999999998,-1.54736,-0.0667178,0.18103699999999998,0.475551,-0.682032,,0
