x1,y1,z1,phix1,phiy1,phiz1,arm_1_joint,arm_2_joint,arm_3_joint,arm_4_joint,arm_5_joint,arm_6_joint,arm_7_joint,head_1_joint,head_2_joint,
-0.0203075,0.0292369,0.593032,2.41621,-0.00475852,0.162776,0.463028,-0.911246,-2.58089,2.09574,0.438818,0.626842,-0.407778,-0.941051,0.0203741,
-0.0898113,0.02799,0.66915,2.48479,-0.0399766,0.0576694,2.53685,-0.548243,1.42806,1.8432,-0.307399,-0.947854,-0.356076,-0.0561702,-0.347651,
0.125873,0.00863941,0.443933,2.88548,0.370461,-0.053062,0.500029,-1.34126,-1.03415,2.01424,-1.03245,0.59585,0.739296,0.889741,-0.467865,
0.050292,-0.141518,0.783074,2.59506,-0.225061,0.0414089,0.464536,-1.32912,-3.14129,1.67517,0.558626,-0.228855,-0.29855,-0.977943,-0.576346,
-0.126568,0.0684014,0.973248,2.21433,-0.146053,0.0642465,2.04373,0.0719631,0.57799,0.602495,-1.14177,-0.912333,-1.25422,0.228805,-0.185661,
0.0904383,0.0627376,0.927713,2.34873,0.166228,0.00738537,1.75837,-1.11598,-2.88141,1.18898,2.05582,-0.346784,-2.03458,0.429658,-0.400039,
0.306218,-0.000317626,0.648533,2.27426,0.28877,-0.0955187,1.23734,-0.577854,-2.79319,1.74107,-1.62049,-0.283621,1.93275,0.387606,0.0852291,
-0.0780151,0.0449212,0.486126,2.47685,-0.317517,0.0642255,1.95761,-0.290291,-2.95298,1.77944,1.96752,-0.103971,-1.5967,0.520661,0.633025,
-0.307627,0.134649,0.931769,2.22738,-0.0951331,0.0319195,1.22756,-0.349993,-1.91199,0.231474,0.194767,0.851252,0.976526,-0.668449,-0.220091,
0.0392166,0.0260995,1.01918,2.43026,0.144944,-0.21158,0.58617,-0.687043,0.275429,0.129321,1.66331,1.09231,1.45887,-0.903001,-0.597192,
0.296876,0.208292,0.77023,2.67976,-0.16526,0.155107,2.20074,-1.17234,-3.16007,0.642658,1.17539,-1.33672,-0.8473,1.21734,-0.389338,
-0.164309,0.0666612,0.995256,2.26503,-0.069751,-0.110672,2.35644,-0.0380148,-0.0559267,0.976559,-1.60423,-1.26142,-1.68394,0.674085,-0.435743,
0.115884,-0.0144513,0.762625,2.34669,0.280399,-0.0868662,1.55561,-0.605374,1.1484,1.88663,-0.636949,-1.21175,-0.454737,-0.770986,-0.649459,
0.140679,0.118162,0.60026,2.51374,0.0848129,0.134452,2.0472,-1.13178,-2.49717,1.97676,-0.436445,0.398607,0.646671,1.09416,0.0450955,
0.0203652,-0.0213304,0.847868,2.38317,0.166672,-0.160204,0.803689,0.197651,-1.60114,-0.382846,-0.327041,0.755587,1.69678,-0.911073,0.0749348,
0.155798,0.0582875,0.488594,2.72024,-0.0424098,-0.071531,0.772874,-0.221337,-0.21767,2.29993,-0.430048,1.18011,0.831891,1.22537,-0.876306,
0.0511342,0.0205575,0.886579,2.57928,0.00957927,-0.115047,2.09134,-0.805768,-2.5878,0.85102,-1.30347,0.731038,1.5617,0.899758,-0.309023,
0.178503,0.234271,0.896744,2.43,-0.235966,0.0776276,1.80294,-0.970465,-1.63489,0.521833,-0.826975,1.19791,1.88454,1.06208,-0.460379,
0.0481202,-0.00844739,0.601202,2.37052,0.410604,-0.255558,2.09029,-1.00589,-2.36793,2.27167,0.759605,0.579683,-1.08341,1.12247,-0.0967683,
0.0281624,-0.0945236,0.604464,2.62637,-0.00167077,-0.00675208,1.77861,-1.02178,1.00582,2.14131,-0.30606,-1.01246,0.107716,-1.07647,-0.799161,
0.146155,-0.0242126,0.665296,2.5523,-0.184476,0.0737256,0.168202,-0.638832,-3.38761,1.54753,0.416702,-0.364917,-0.131763,-1.3042,0.057245,
-0.0936055,0.194806,0.856933,2.13779,-0.141818,-0.113772,0.486935,-1.41713,-2.78539,1.68641,-1.75844,-0.039087,1.74874,-0.909948,-0.329968,
0.18073,0.137907,0.489377,2.4146,-0.120126,-0.00333689,0.935096,-1.14006,-2.85609,2.12012,0.738475,-0.242761,-0.228583,0.0550674,0.198812,
0.149457,0.0699329,0.935401,2.18538,0.203841,-0.101547,2.05828,0.321336,-0.442654,1.17504,-1.8851,-1.17847,-1.94024,0.898341,-0.214708,
-0.221858,0.0979278,0.69709,2.38238,-0.0227367,-0.0625193,2.24409,-1.08311,-1.92023,1.86609,0.0891384,0.856284,-0.149747,1.03253,-0.230279,
0.229682,0.190273,0.613473,2.45818,0.23916,-0.0962499,1.43225,-0.115994,-2.46938,0.932221,-0.625806,0.886808,1.18407,0.436265,0.557978,
-0.168256,-0.0851585,0.569781,2.33443,-0.300428,0.241161,1.43675,0.996679,1.08529,2.00901,-1.23113,-1.35552,-0.915324,-1.22888,-0.122237,
-0.0413325,-0.0752864,0.990773,2.41637,0.183558,-0.187265,0.950931,-0.192443,0.247411,0.67162,1.81523,1.14988,1.38732,-0.752237,-0.550963,
0.301124,-0.0153408,0.601189,-3.13764,-0.491894,0.000684995,1.4212,-1.30399,-3.09186,1.10051,1.25357,-1.30306,-0.449166,0.515991,-0.577667,
0.214145,0.0682345,0.757462,2.69142,0.11593,-0.120859,0.0203811,-0.344159,-3.39085,0.398388,-2.03248,1.137,1.83641,-1.28976,0.00046732,
-0.0742434,-0.126153,0.743569,2.56891,-0.388411,0.168657,0.738176,-0.76521,-1.74136,1.66433,0.252196,0.853221,0.615934,-0.224425,-0.501915,
0.0304686,0.052636,0.590375,2.45925,0.381413,-0.198502,2.28386,-0.879682,0.924278,2.14922,-0.187184,-1.06401,-0.478606,-0.541039,-0.58785,
0.0253521,0.192662,0.971068,2.26556,-0.292771,0.241991,2.43049,-0.373651,-1.08091,0.658106,0.39414,1.1228,1.67541,1.24502,-0.23398,
0.165423,-0.0391447,0.745842,2.37144,-0.0527275,-0.186265,0.0404066,0.462819,-0.788966,1.7565,0.741237,1.2334,1.18685,-0.630432,-0.35284,
-0.113442,-0.0133308,0.725823,2.49553,-0.226761,-0.0257357,0.882621,-1.48798,-2.40994,1.91307,-0.328703,0.168652,0.40281,-0.283068,-0.466766,
0.20058,0.166819,0.853075,2.10669,-0.0372312,-0.135842,0.0514188,0.0383027,-2.75352,0.53002,1.42955,-0.410265,-0.962645,-1.11222,0.320105,
0.00931872,0.107815,0.692014,2.21901,-0.292098,0.218031,2.18796,-0.889259,-2.88956,1.92768,-1.34067,-0.20895,1.87639,0.915462,0.103191,
0.121914,0.07697,0.676191,2.47029,0.147252,0.0054484,1.0163,-1.56588,-1.83024,1.91874,-0.85475,0.242741,0.723898,0.687832,-0.375588,
0.0377006,-0.0910423,0.811986,2.67006,-0.246532,0.0329587,1.78043,-1.19953,-2.42091,1.39639,-1.27362,0.475661,1.68945,0.796136,-0.527972,
-0.0844579,0.0580664,0.618589,2.38433,-0.224588,0.146975,2.74676,-1.20871,-2.93839,2.22423,1.05786,0.226001,-0.853524,1.21625,-0.0263054,
