x1,y1,z1,phix1,phiy1,phiz1,arm_1_joint,arm_2_joint,arm_3_joint,arm_4_joint,arm_5_joint,arm_6_joint,arm_7_joint,head_1_joint,head_2_joint,
-0.0284617,0.0987364,0.612707,2.66938,-0.231326,0.0911403,0.901882,0.196337,0.409478,-0.329041,-1.14557,-1.15054,-1.44046,-0.65219,0.537198,
0.232637,-0.059873,0.52014,2.60664,0.44038,-0.17738,0.196654,-1.11119,-0.989363,2.21259,-1.29964,-0.0575043,1.24972,1.03191,-0.799683,
-0.0322232,0.0920468,0.947137,2.44301,-0.0342963,0.0198486,1.08956,-0.454279,1.1126,0.0427496,-0.425414,-1.04634,-1.55286,-0.545081,-0.298908,
-0.0737711,0.283087,1.0084,2.1697,-0.0144866,0.181852,2.43056,-0.551208,-1.22793,0.318851,0.635629,1.04902,1.33351,0.873892,-0.260081,
-0.24503,0.108178,0.862318,2.18576,0.0175708,0.0983935,1.58236,0.194974,-1.14118,0.667833,1.175,1.07589,0.725283,-0.114266,0.0495797,
0.00569801,-0.00897138,0.892305,2.65251,0.0869807,-0.0189965,1.50383,-0.675953,-2.49839,0.488188,-0.906175,0.989415,1.30151,0.0860255,-0.370453,
0.327569,0.0865292,0.854914,2.3074,0.192039,0.0491487,0.587274,-1.18707,-1.93404,1.38483,-0.810199,0.241268,1.09719,0.267445,-0.556565,
0.330015,-0.113231,0.872302,2.56396,-0.222312,0.174046,0.384228,-0.17352,-3.20733,-0.310593,1.11855,-1.11559,-0.875468,-0.726996,-0.444119,
0.238512,0.230053,0.869913,2.44441,-0.0293523,-0.0632563,0.394768,-0.988983,1.26711,-0.387459,2.0899,1.20967,1.76937,-0.382494,-0.489576,
0.322183,0.258504,0.815371,2.13865,0.0268922,-0.0845034,1.74629,-0.6429,-2.11114,1.11698,-1.071,0.438441,1.77569,1.16567,-0.0385143,
0.0924741,0.00575856,0.515905,2.66496,0.557872,-0.189575,0.91756,-1.28368,-3.498,2.09074,-2.06756,0.291877,1.62992,-0.747468,-0.11519,
0.321778,-0.0311277,0.925821,2.33833,0.123148,-0.193527,0.786538,-0.357375,-1.93526,0.393645,-0.99323,0.679172,1.88726,-0.112718,-0.382865,
0.204008,0.0951074,0.995474,2.24679,0.295694,-0.152165,2.17975,-0.776536,-2.7961,0.660641,1.7659,-0.516898,-1.77255,0.988957,-0.342823,
0.218332,0.0106486,0.636607,2.28718,-0.00237497,-0.0898787,0.807657,-0.21565,-1.26329,2.2193,0.722446,0.678859,0.375438,0.845512,-0.500946,
-0.202144,0.000149186,0.917862,2.23252,-0.180405,0.128718,2.25503,0.293473,-0.571466,1.2731,-1.67873,-1.27621,-1.89385,0.712415,-0.328923,
0.0111598,0.213605,0.815947,2.14497,-0.114454,-0.244729,2.70816,-1.15707,-3.33688,1.71042,-0.144392,-0.550698,0.0935954,1.27426,-0.0995403,
0.288191,-0.0784119,0.866823,2.15487,0.0477178,0.0959846,0.386046,-0.907853,-1.85902,1.65871,1.5994,0.447244,-0.914633,0.0383763,-0.699138,
-0.023433,0.0259408,1.05298,2.35193,0.0424119,0.0676428,1.40033,-0.714675,-0.286674,0.154623,1.48269,1.00164,1.43793,-0.232213,-0.655658,
0.0764475,0.111805,0.920338,2.35071,0.172096,0.0390698,0.852667,-0.588727,0.751679,1.23657,-0.548066,-1.339,-1.02969,-1.26909,-0.646849,
-0.278011,0.326349,0.884898,2.18468,0.149806,-0.011327,2.25361,-0.529335,0.653997,0.505646,-0.209068,-1.20696,-1.88603,-0.0531857,-0.336774,
-0.137832,0.308287,0.917365,2.27265,-0.0677027,0.0761023,1.84461,-0.675715,0.704742,0.663465,-0.512804,-1.34512,-1.28892,-0.26475,-0.421421,
0.0209784,0.0470838,0.72809,2.75529,0.160011,-0.0462289,0.850819,-1.49251,-2.22938,1.40938,-1.25334,0.827085,1.08697,-0.0347859,-0.505388,
-0.112432,0.218181,0.999939,2.11742,0.0103123,0.0707166,2.58423,-1.03469,-3.29517,0.997582,-1.09346,0.315785,1.04969,0.77176,-0.312104,
0.0422628,-0.0570456,0.561999,2.86059,0.0924754,0.0423841,0.923829,0.442491,-1.02956,-0.335582,0.48958,1.17558,1.66596,-0.771298,0.493685,
-0.165481,0.107066,0.619919,2.41599,-0.196683,-0.0548481,1.16073,-1.51968,-3.2564,2.13103,-1.68934,0.0308851,1.66553,-0.737381,-0.194241,
0.0623547,-0.162388,0.866168,2.75218,0.243138,-0.0149732,0.931238,-1.08016,-3.49095,0.90856,-1.84468,0.72466,1.50765,-0.744396,-0.665935,
-0.134823,-0.0362245,0.755307,2.42348,-0.284263,0.161132,2.14739,-1.14469,1.05987,1.75592,-0.275184,-0.344092,0.22012,-1.25176,-0.882799,
0.126702,0.247667,0.939218,2.16858,-0.109369,-0.0146097,0.314493,-0.853886,-1.83397,0.957856,-0.627567,0.582451,1.37582,-0.506859,-0.325622,
-0.241135,0.192771,0.867141,2.15072,-0.0946635,-0.08206,1.35793,0.296865,-0.375465,1.23705,-1.6411,-1.36667,-1.99812,-0.329825,-0.127321,
-0.128159,0.0346554,0.755763,2.29322,0.179034,-0.217054,1.51003,0.462011,1.06245,1.39681,-0.958786,-1.18217,-1.37867,-0.763007,-0.00167293,
0.447029,0.292949,0.913347,2.10979,0.101461,-0.0930142,0.931715,-0.678583,-0.444391,0.162429,0.157278,1.09775,2.00008,0.275446,-0.502595,
0.026189,0.128873,0.545062,2.58297,-0.111347,0.102458,2.2349,-1.05968,0.707174,1.98055,0.256958,-0.954408,-0.197971,-0.935607,-0.548123,
0.244883,0.161598,0.8751,2.12209,-0.0826432,-0.131583,0.816132,-0.00988112,1.24499,0.872345,-1.2022,-1.28333,-0.584881,-0.650698,-0.0889019,
-0.0416677,-0.103469,0.826851,2.84991,-0.108332,-0.00467159,0.924342,-1.40883,-3.33695,1.01952,-1.63144,0.911649,1.67905,-0.842229,-0.760703,
0.0743302,0.134327,0.691931,2.41555,-0.0216847,-0.0394833,1.03518,-1.09489,-1.55793,1.82234,-0.29667,0.529877,0.573919,0.675727,-0.280801,
-0.032008,0.149352,0.563312,2.55612,-0.213779,0.120005,2.23191,-0.293885,1.43535,1.70563,-0.135006,-1.39036,-0.310552,-0.085516,0.0522719,
0.117706,-0.0870738,0.636891,2.84872,-0.106132,0.0267741,0.340846,-0.585485,-1.28021,1.6966,-0.0333525,1.16309,0.819976,-0.177568,-0.52839,
-0.122755,0.20745,0.806586,2.27441,-0.14097,0.230596,2.44304,-0.370664,0.855686,1.48711,-0.420045,-1.27475,-0.650375,-0.0186866,-0.3998,
-0.0985891,0.13835,0.466003,2.39673,-0.0232302,-0.0579518,2.24683,-0.817831,-3.18815,2.14667,-0.438478,-0.0655745,0.301547,0.536491,0.494156,
0.243086,0.174202,0.604125,2.30966,-0.0362896,-0.237323,1.73285,-0.373523,-2.98485,1.25148,1.17787,-0.552265,-0.786849,0.815062,0.485146,
-0.0179541,-0.0299648,0.432226,2.92615,0.385794,-0.0652894,1.98663,-1.20214,1.42453,2.05539,0.613278,-0.707915,-0.977331,-0.826359,-0.438842,
-0.120626,0.0376681,0.635947,2.31265,-0.00919327,0.133496,1.00991,-0.684374,-1.97249,2.04846,0.548586,1.19682,-0.316911,-0.221194,-0.133156,
0.338735,0.0161652,0.942784,2.38521,0.0938726,0.138108,0.570211,-0.314586,0.740408,0.0568237,-1.08033,-0.844452,-1.18645,-0.637289,-0.339139,
0.00859043,0.0609684,0.634507,2.74318,0.318919,-0.216609,0.437399,-1.00168,-1.99262,1.56575,-0.771176,0.808199,0.585185,-0.422953,-0.208635,
-0.121322,0.0998917,0.838024,2.36512,-0.213889,-0.0183913,1.33599,-0.708035,-2.66653,1.15218,-0.962391,0.366089,1.28308,-0.0941788,-0.0745115,
0.0475835,0.0172727,0.590756,2.61896,-0.367121,0.219438,0.228316,-0.898928,-1.18868,2.02557,-0.0395106,1.02173,0.688151,-0.167758,-0.455297,
0.0250245,-0.0265528,0.745901,2.4251,-0.309542,0.221527,2.51287,-0.789287,-2.77183,1.69014,0.345062,0.132499,0.243621,1.26403,-0.0707199,
-0.0958616,-0.028389,0.685084,2.53174,-0.17107,0.245896,1.43215,-1.51806,-2.52202,1.99407,-0.156585,0.555035,0.231652,-0.0109166,-0.47323,
0.0319884,0.156581,0.573786,2.22443,-0.27052,0.255213,0.603914,-0.844476,-2.1395,2.1313,0.45286,0.539043,0.156352,-0.240245,0.162714,
0.194881,0.0965747,0.896371,2.20867,0.13314,0.0423255,0.0787361,-0.0381323,-2.89562,0.452983,2.01882,-0.393266,-1.71874,-1.28326,0.158467,
0.0446103,-0.0451754,0.540924,2.60279,-0.381456,0.192466,1.56604,-0.0200958,-2.37196,1.54231,0.0096674,0.710672,1.0237,0.587077,0.416901,
-0.0160423,-0.0452465,0.894727,2.42944,-0.120704,0.0741182,1.25047,0.24055,-0.307169,1.19208,-1.79417,-1.39684,-1.62718,-0.174614,-0.372014,
0.286754,0.18203,0.664921,2.4596,-0.0334021,0.247259,0.814882,-0.551498,1.3887,1.54898,-0.230314,-1.34494,-0.0998049,-1.06158,-0.168405,
0.361738,0.0130012,0.94397,2.41816,0.46632,-0.193468,2.01812,-0.637581,0.545911,0.0558903,-1.45745,-1.11541,-1.63017,1.00485,-0.571669,
