rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,ux,uy,uz,w
1.69453705878762E+018,,26558,,1694537060,138738731,"""world""",,,7.92943286895752,0.886409759521484,-1.78699517250061,,-0.719956457614899,-0.625212609767914,-0.114848971366882,-0.278535038232803
1.69453705879394E+018,,26559,,1694537060,145319863,"""world""",,,7.92944192886353,0.886421203613281,-1.78698718547821,,-0.720029473304749,-0.625048398971558,-0.115003116428852,-0.278651148080826
1.69453705880303E+018,,26560,,1694537060,154170483,"""world""",,,7.92941474914551,0.886439740657806,-1.7869656085968,,-0.719979345798492,-0.625170767307282,-0.11484082788229,-0.278573036193848
1.69453705881172E+018,,26561,,1694537060,162372125,"""world""",,,7.92942380905151,0.886437475681305,-1.78698480129242,,-0.720038712024689,-0.625259101390839,-0.11469466984272,-0.278281182050705
1.6945370588197E+018,,26562,,1694537060,170458018,"""world""",,,7.92942619323731,0.886450290679932,-1.78696632385254,,-0.720033228397369,-0.625252366065979,-0.114637531340122,-0.278334259986877
1.69453705882772E+018,,26563,,1694537060,178835445,"""world""",,,7.92938041687012,0.886459469795227,-1.78693234920502,,-0.719959676265717,-0.625214457511902,-0.114917628467083,-0.278494209051132
1.69453705883623E+018,,26564,,1694537060,187417483,"""world""",,,7.92942047119141,0.886414647102356,-1.78694725036621,,-0.719926834106445,-0.625211477279663,-0.11510942876339,-0.278506428003311
1.69453705884502E+018,,26565,,1694537060,195822586,"""world""",,,7.92940425872803,0.886410534381866,-1.78691840171814,,-0.719901204109192,-0.625254809856415,-0.114860542118549,-0.278578162193298
1.69453705885291E+018,,26566,,1694537060,204013787,"""world""",,,7.92942142486572,0.886361241340637,-1.78690922260284,,-0.720013856887817,-0.625309765338898,-0.114610306918621,-0.278266698122025
1.69453705886105E+018,,26567,,1694537060,212320703,"""world""",,,7.9294605255127,0.886311948299408,-1.78690600395203,,-0.720073401927948,-0.625250160694122,-0.11456897854805,-0.278263479471207
1.69453705886991E+018,,26568,,1694537060,221175362,"""world""",,,7.92949962615967,0.886268496513367,-1.78689324855804,,-0.72006767988205,-0.625164985656738,-0.114607371389866,-0.278453767299652
1.69453705887793E+018,,26569,,1694537060,229182544,"""world""",,,7.92954874038696,0.886207044124603,-1.78691422939301,,-0.720111846923828,-0.625026524066925,-0.114825278520584,-0.278560400009155
1.69453705888623E+018,,26570,,1694537060,237394470,"""world""",,,7.9296178817749,0.886158287525177,-1.78689765930176,,-0.720164716243744,-0.624848008155823,-0.115178681910038,-0.278678566217422
1.6945370588944E+018,,26571,,1694537060,245559412,"""world""",,,7.92961597442627,0.886146068572998,-1.78691256046295,,-0.720176100730896,-0.62510472536087,-0.114487878978252,-0.278357744216919
1.69453705890315E+018,,26572,,1694537060,254367911,"""world""",,,7.92964792251587,0.886131644248962,-1.78693127632141,,-0.720184028148651,-0.624998569488525,-0.114758223295212,-0.278464317321777
1.69453705891186E+018,,26573,,1694537060,263111328,"""world""",,,7.92966794967651,0.88611501455307,-1.78697335720062,,-0.720225512981415,-0.625071048736572,-0.11438362300396,-0.278348505496979
1.69453705892005E+018,,26574,,1694537060,271348305,"""world""",,,7.92969512939453,0.886119902133942,-1.78698074817657,,-0.720171332359314,-0.624951064586639,-0.114833399653435,-0.278572738170624
1.69453705892779E+018,,26575,,1694537060,279061462,"""world""",,,7.9296760559082,0.886118292808533,-1.78700232505798,,-0.720158755779266,-0.624960541725159,-0.114823698997498,-0.278588026762009
1.69453705893823E+018,,26576,,1694537060,287519363,"""world""",,,7.92963838577271,0.886147558689117,-1.78704714775085,,-0.720167756080627,-0.625143468379974,-0.114381402730942,-0.278336018323898
1.69453705894463E+018,,26577,,1694537060,295780893,"""world""",,,7.92965650558472,0.886147737503052,-1.7870934009552,,-0.720150589942932,-0.625161051750183,-0.114448085427284,-0.278313845396042
1.69453705895292E+018,,26578,,1694537060,304149025,"""world""",,,7.92958354949951,0.886174440383911,-1.78711104393005,,-0.720117032527924,-0.625173449516296,-0.114459201693535,-0.278368264436722
1.69453705896124E+018,,26579,,1694537060,312534646,"""world""",,,7.92960262298584,0.886183381080627,-1.78716802597046,,-0.720103144645691,-0.625216066837311,-0.114348478615284,-0.278353631496429
1.69453705896953E+018,,26580,,1694537060,320775303,"""world""",,,7.92958498001099,0.886201798915863,-1.78717255592346,,-0.720166206359863,-0.625101208686829,-0.114462666213512,-0.278401613235474
1.69453705897794E+018,,26581,,1694537060,329087623,"""world""",,,7.92957925796509,0.886219441890717,-1.78720128536224,,-0.720031559467316,-0.625112354755402,-0.114837616682053,-0.278570473194122
1.69453705898615E+018,,26582,,1694537060,337434563,"""world""",,,7.92953586578369,0.886221647262573,-1.78718388080597,,-0.720058441162109,-0.625004649162293,-0.115064114332199,-0.278649061918259
1.69453705899474E+018,,26583,,1694537060,345852078,"""world""",,,7.92955732345581,0.886210680007935,-1.78719973564148,,-0.720067322254181,-0.625147342681885,-0.114639431238174,-0.27848082780838
1.69453705900349E+018,,26584,,1694537060,354244504,"""world""",,,7.92956495285034,0.886199057102203,-1.78720223903656,,-0.720085024833679,-0.625185549259186,-0.114441856741905,-0.278430849313736
1.69453705901262E+018,,26585,,1694537060,363853480,"""world""",,,7.92957925796509,0.886216700077057,-1.7872006893158,,-0.720062136650085,-0.625345885753632,-0.1142897605896,-0.27819237112999
1.69453705902E+018,,26586,,1694537060,371203537,"""world""",,,7.92960643768311,0.886198878288269,-1.78718328475952,,-0.720077037811279,-0.625192046165466,-0.114558488130569,-0.278388947248459
1.69453705902766E+018,,26587,,1694537060,379016155,"""world""",,,7.92960977554321,0.88618266582489,-1.78715491294861,,-0.720143020153046,-0.625231504440308,-0.114341363310814,-0.278219044208527
1.69453705903637E+018,,26588,,1694537060,387329906,"""world""",,,7.92963361740112,0.886166036128998,-1.78711879253387,,-0.72015768289566,-0.625001728534699,-0.114781774580479,-0.278515636920929
1.69453705904441E+018,,26589,,1694537060,395709818,"""world""",,,7.92966938018799,0.886136412620544,-1.78709602355957,,-0.720210671424866,-0.62497740983963,-0.11468555778265,-0.278472900390625
1.69453705905299E+018,,26590,,1694537060,404305047,"""world""",,,7.92966508865356,0.886108338832855,-1.78706192970276,,-0.720174729824066,-0.62506228685379,-0.114487610757351,-0.278456628322601
1.6945370590611E+018,,26591,,1694537060,412355137,"""world""",,,7.92966651916504,0.8861083984375,-1.78702700138092,,-0.720156848430634,-0.624839603900909,-0.115091979503632,-0.27875354886055
1.69453705906937E+018,,26592,,1694537060,420715231,"""world""",,,7.92969179153442,0.886107265949249,-1.78699278831482,,-0.720222294330597,-0.624885499477387,-0.11489512771368,-0.278562545776367
1.69453705907765E+018,,26593,,1694537060,428867166,"""world""",,,7.92968988418579,0.886103987693787,-1.7869861125946,,-0.720218539237976,-0.624989092350006,-0.114609941840172,-0.278457283973694
1.69453705908592E+018,,26594,,1694537060,437219974,"""world""",,,7.92969083786011,0.886074900627136,-1.78692841529846,,-0.720247089862824,-0.624822199344635,-0.114890038967133,-0.278642535209656
1.69453705909454E+018,,26595,,1694537060,445852786,"""world""",,,7.92967844009399,0.886088907718658,-1.78691947460175,,-0.720255136489868,-0.62472665309906,-0.115140847861767,-0.278732568025589
1.69453705910349E+018,,26596,,1694537060,454235064,"""world""",,,7.9296932220459,0.886094331741333,-1.78691744804382,,-0.720255076885223,-0.624765932559967,-0.115021474659443,-0.278693735599518
1.69453705911118E+018,,26597,,1694537060,462191495,"""world""",,,7.92971801757813,0.886071562767029,-1.7869873046875,,-0.720229148864746,-0.624924898147583,-0.114788562059402,-0.278500616550446
1.69453705912E+018,,26598,,1694537060,470656569,"""world""",,,7.92963743209839,0.886141896247864,-1.78692734241486,,-0.720163464546204,-0.624918520450592,-0.114940263330936,-0.278622210025787
1.69453705912846E+018,,26599,,1694537060,479416865,"""world""",,,7.92965269088745,0.886146783828735,-1.78696155548096,,-0.720120906829834,-0.624835073947907,-0.11530938744545,-0.27876678109169
1.69453705913653E+018,,26600,,1694537060,487535736,"""world""",,,7.92965030670166,0.886186957359314,-1.78694796562195,,-0.72011935710907,-0.624931871891022,-0.115025237202644,-0.278671026229858
1.69453705914434E+018,,26601,,1694537060,495584029,"""world""",,,7.92961025238037,0.886162281036377,-1.78700864315033,,-0.720146000385284,-0.624994516372681,-0.114811807870865,-0.278549641370773
1.69453705915419E+018,,26602,,1694537060,505351622,"""world""",,,7.92961025238037,0.886182963848114,-1.78701198101044,,-0.720105230808258,-0.625120401382446,-0.11468343436718,-0.278425335884094
1.69453705916131E+018,,26603,,1694537060,512149011,"""world""",,,7.92959547042847,0.886173009872437,-1.78703165054321,,-0.720082521438599,-0.625043869018555,-0.114947244524956,-0.278547048568726
1.69453705916959E+018,,26604,,1694537060,520739057,"""world""",,,7.92963600158691,0.886166751384735,-1.78708207607269,,-0.720129251480103,-0.625097393989563,-0.114513881504536,-0.278484851121902
1.69453705917775E+018,,26605,,1694537060,529065472,"""world""",,,7.92964458465576,0.886166095733643,-1.78711104393005,,-0.720151305198669,-0.625124871730804,-0.114520825445652,-0.278363049030304
1.69453705918623E+018,,26606,,1694537060,537274935,"""world""",,,7.92966794967651,0.886141896247864,-1.78711402416229,,-0.720187127590179,-0.624949336051941,-0.114894330501556,-0.278510719537735
1.69453705919413E+018,,26607,,1694537060,545502978,"""world""",,,7.92966890335083,0.886122941970825,-1.78713154792786,,-0.720171689987183,-0.62515389919281,-0.114264756441116,-0.278350293636322
1.69453705920227E+018,,26608,,1694537060,553621317,"""world""",,,7.92970561981201,0.886095643043518,-1.78715264797211,,-0.720258712768555,-0.624979972839356,-0.114587627351284,-0.278383076190948
1.69453705921251E+018,,26609,,1694537060,563718010,"""world""",,,7.92972660064697,0.886079370975494,-1.78715860843658,,-0.720179617404938,-0.625086784362793,-0.114513643085957,-0.278378307819366
1.69453705921967E+018,,26610,,1694537060,570878180,"""world""",,,7.92970514297485,0.88608592748642,-1.78714787960053,,-0.720231473445892,-0.62500125169754,-0.114566065371037,-0.278414696455002
1.69453705922813E+018,,26611,,1694537060,579121976,"""world""",,,7.92970991134644,0.886085569858551,-1.78713190555573,,-0.720221757888794,-0.624911785125732,-0.114769220352173,-0.278557002544403
1.69453705923617E+018,,26612,,1694537060,587356690,"""world""",,,7.92973899841309,0.886082530021668,-1.78712666034699,,-0.720204710960388,-0.624834537506104,-0.114871710538864,-0.278731912374496
1.6945370592446E+018,,26613,,1694537060,595482025,"""world""",,,7.92972373962402,0.886083841323853,-1.78712546825409,,-0.720255374908447,-0.624889969825745,-0.11479676514864,-0.278507709503174
1.69453705925264E+018,,26614,,1694537060,603801919,"""world""",,,7.92974233627319,0.88606870174408,-1.78714966773987,,-0.720285296440125,-0.625098824501038,-0.114064857363701,-0.27826201915741
1.69453705926088E+018,,26615,,1694537060,612169555,"""world""",,,7.92975759506226,0.886079907417297,-1.78715920448303,,-0.72025853395462,-0.624953329563141,-0.11443804949522,-0.278504729270935
1.69453705926992E+018,,26616,,1694537060,621269513,"""world""",,,7.92972564697266,0.886081993579865,-1.78712046146393,,-0.720156908035278,-0.624787271022797,-0.115130238234997,-0.278854668140411
1.69453705927798E+018,,26617,,1694537060,629041149,"""world""",,,7.92970132827759,0.886123359203339,-1.78710174560547,,-0.720132887363434,-0.624994874000549,-0.114771984517574,-0.278599143028259
1.69453705928613E+018,,26618,,1694537060,637370612,"""world""",,,7.92968654632568,0.886133790016174,-1.78709864616394,,-0.720200181007385,-0.624962985515595,-0.11471751332283,-0.278518974781036
1.69453705929464E+018,,26619,,1694537060,645779474,"""world""",,,7.92967700958252,0.88614946603775,-1.78708064556122,,-0.720185458660126,-0.624947428703308,-0.114665277302265,-0.278613656759262
1.69453705930235E+018,,26620,,1694537060,653662923,"""world""",,,7.92967033386231,0.886163175106049,-1.78706073760986,,-0.720179736614227,-0.625013530254364,-0.114496842026711,-0.278549432754517
1.69453705931124E+018,,26621,,1694537060,662289053,"""world""",,,7.92969703674316,0.886152505874634,-1.78704595565796,,-0.720140099525452,-0.625016450881958,-0.114685460925102,-0.278567850589752
1.69453705931988E+018,,26622,,1694537060,671204859,"""world""",,,7.92962598800659,0.886168837547302,-1.78701555728912,,-0.720171988010407,-0.625062048435211,-0.114561401307583,-0.278433978557587
1.69453705932794E+018,,26623,,1694537060,679311776,"""world""",,,7.92962598800659,0.886144518852234,-1.78701019287109,,-0.720166504383087,-0.625032007694244,-0.114741198718548,-0.278441429138184
1.69453705933759E+018,,26624,,1694537060,687557501,"""world""",,,7.929612159729,0.88615345954895,-1.7870078086853,,-0.720172166824341,-0.625007748603821,-0.114729054272175,-0.278486281633377
1.69453705934433E+018,,26625,,1694537060,695618937,"""world""",,,7.92961263656616,0.886162757873535,-1.78704249858856,,-0.720171630382538,-0.625034630298615,-0.114787138998508,-0.278403341770172
1.69453705935303E+018,,26626,,1694537060,704234557,"""world""",,,7.92964792251587,0.88617330789566,-1.78711605072021,,-0.720090389251709,-0.625089704990387,-0.114520460367203,-0.278599888086319
1.69453705936126E+018,,26627,,1694537060,712441659,"""world""",,,7.9296441078186,0.886186718940735,-1.78715777397156,,-0.720144510269165,-0.624994933605194,-0.114459820091724,-0.278697341680527
1.69453705936969E+018,,26628,,1694537060,720962696,"""world""",,,7.92970037460327,0.886139631271362,-1.7871527671814,,-0.720209121704102,-0.624801456928253,-0.114812254905701,-0.278819143772125
1.69453705937808E+018,,26629,,1694537060,729134478,"""world""",,,7.92970752716064,0.886108934879303,-1.78712201118469,,-0.720206379890442,-0.624967932701111,-0.114668436348438,-0.278512418270111
1.69453705938798E+018,,26630,,1694537060,737356798,"""world""",,,7.92969036102295,0.886111974716187,-1.78709030151367,,-0.720257341861725,-0.624987006187439,-0.11445115506649,-0.278426945209503
1.69453705939475E+018,,26631,,1694537060,745964479,"""world""",,,7.92965078353882,0.886119842529297,-1.78711771965027,,-0.720194041728973,-0.625086009502411,-0.114583730697632,-0.278313934803009
1.6945370594037E+018,,26632,,1694537060,754915563,"""world""",,,7.92968845367432,0.886099755764008,-1.78719413280487,,-0.720070064067841,-0.625191748142242,-0.114410281181335,-0.278468400239944
1.69453705941142E+018,,26633,,1694537060,762367619,"""world""",,,7.92967700958252,0.886110484600067,-1.78728318214417,,-0.720105111598969,-0.625081896781921,-0.114509008824825,-0.278583824634552
1.69453705942091E+018,,26634,,1694537060,771331376,"""world""",,,7.92970561981201,0.886112153530121,-1.78733098506928,,-0.720091640949249,-0.624983489513397,-0.114678926765919,-0.278769701719284
1.69453705942816E+018,,26635,,1694537060,778957150,"""world""",,,7.92974853515625,0.886101543903351,-1.7873729467392,,-0.720199644565582,-0.625064253807068,-0.114383481442928,-0.278430670499802
1.69453705943604E+018,,26636,,1694537060,787357742,"""world""",,,7.9297080039978,0.886123538017273,-1.78734743595123,,-0.720242917537689,-0.624983727931976,-0.114423975348473,-0.278482854366302
1.69453705944597E+018,,26637,,1694537060,795826957,"""world""",,,7.92969751358032,0.886127531528473,-1.787353515625,,-0.720224499702454,-0.624930918216705,-0.114625915884972,-0.278565853834152
1.69453705945347E+018,,26638,,1694537060,804062757,"""world""",,,7.92965698242188,0.886165916919708,-1.78736996650696,,-0.720121800899506,-0.625107765197754,-0.114478178322315,-0.278495490550995
1.69453705946188E+018,,26639,,1694537060,812965774,"""world""",,,7.92969465255737,0.886151850223541,-1.7874608039856,,-0.720104336738586,-0.625147879123688,-0.11432658135891,-0.278512597084045
1.69453705946957E+018,,26640,,1694537060,820704752,"""world""",,,7.92964029312134,0.886169195175171,-1.78744316101074,,-0.720119178295136,-0.624935626983643,-0.114810690283775,-0.278751343488693
1.69453705947781E+018,,26641,,1694537060,829038869,"""world""",,,7.92970514297485,0.886164486408234,-1.78745365142822,,-0.72007542848587,-0.625137507915497,-0.114329263567925,-0.278609603643417
1.69453705948618E+018,,26642,,1694537060,837400716,"""world""",,,7.92967939376831,0.886177122592926,-1.78742063045502,,-0.72014582157135,-0.625109493732452,-0.114399991929531,-0.278461396694183
1.69453705949459E+018,,26643,,1694537060,845756475,"""world""",,,7.92966413497925,0.886166751384735,-1.78740334510803,,-0.720117926597595,-0.625149607658386,-0.114313237369061,-0.278479129076004
1.69453705950394E+018,,26644,,1694537060,855242870,"""world""",,,7.92965936660767,0.886155128479004,-1.78737854957581,,-0.720048725605011,-0.625128269195557,-0.114430963993073,-0.278657734394073
1.69453705951135E+018,,26645,,1694537060,862549365,"""world""",,,7.92967939376831,0.886161029338837,-1.78735291957855,,-0.720137536525726,-0.62492173910141,-0.11490635573864,-0.278695851564407
1.69453705952003E+018,,26646,,1694537060,871342954,"""world""",,,7.92969036102295,0.886152803897858,-1.78734219074249,,-0.720105469226837,-0.62497216463089,-0.114729128777981,-0.278738617897034
