t,- torso_lift_joint_velocity,- arm_1_joint_velocity,- arm_2_joint_velocity,- arm_3_joint_velocity,- arm_4_joint_velocity,- arm_5_joint_velocity,- arm_6_joint_velocity,- arm_7_joint_velocity
70.90009593963623,9.431051615460769e-10,-9.965098615487416e-06,0.0002915606992521229,0.00038374988734100554,-5.691252766730105e-05,-7.298922110792034e-09,4.955657857055171e-05,-6.392156407822468e-05
70.90992951393127,8.95949903468773e-10,-9.466843684713045e-06,0.00027698266428951673,0.00036456239297395527,-5.406690128393599e-05,-6.933976005252432e-09,2.3916507292051637e-05,-8.388772822428593e-05
70.92075538635254,8.511524082953343e-10,-8.993501500477393e-06,0.0002631335310750409,0.0003463342733252575,-5.136355621973919e-05,-6.58727720498981e-09,2.2720681927352405e-05,-3.729938026753493e-05
70.9301221370697,8.085947878805676e-10,-8.543826425453523e-06,0.0003313255585674806,0.00032901755965899463,-4.8795378408752225e-05,-6.257913344740319e-09,-2.6261698795680593e-06,3.719804187764755e-05
70.93994998931885,7.681650484865392e-10,-8.116635104180846e-06,0.0003927282829091346,0.0003125666816760449,-4.6355609488314614e-05,-5.945017677503303e-09,-7.21097368715524e-05,0.00010495301526972792
70.95048522949219,7.297567960622122e-10,-7.710803348971803e-06,0.00037309186876367784,0.00029693834759224265,-4.403782901389888e-05,-5.647766793628138e-09,-4.683970360383857e-05,7.804081808210532e-05
70.96080684661865,6.932689562591015e-10,-7.325263181523212e-06,0.0004291545886274097,0.0002820914302126305,-4.1835937563203935e-05,-5.365378453946731e-09,2.2213876065293388e-05,-3.704721363699014e-05
70.97000765800476,6.586055084461464e-10,-6.959000022447051e-06,0.0006562281336358747,0.00026798685870199894,-3.974414068504374e-05,-5.097109531249395e-09,4.575895460009936e-05,-5.985062529321127e-05
70.97996997833252,6.256752330238391e-10,-6.611050021324698e-06,0.0008543040150822888,0.000254587515766899,-3.775693365079155e-05,-4.842254054686925e-09,2.0565622327748986e-05,-3.39527094862053e-05
70.99022579193115,5.943914713726471e-10,-6.280497520258463e-06,0.0008865713584225051,0.00024185813997855402,-3.586908696825197e-05,-4.600141351952578e-09,1.9537341211361536e-05,-3.225507401189504e-05
71.00061249732971,5.646718978040147e-10,-5.96647264424554e-06,0.0009159198976560395,0.0002297652329796263,-3.407563261983937e-05,-4.370134284354949e-09,-2.5294754563001314e-05,5.7068137116522546e-05
71.00989484786987,5.36438302913814e-10,-5.668149012033263e-06,0.0009526130654670017,0.00021827697133064498,-3.2371850988847395e-05,-4.151627570137202e-09,-0.00012223097059312874,0.00015241568401897388
71.02084279060364,5.096163877681232e-10,-5.3847415614316e-06,0.0009049824121936515,0.00020736312276411272,-3.0753258439405024e-05,-3.944046191630341e-09,-3.26820390037862e-05,6.135751675833911e-05
71.03024411201477,4.84135568379717e-10,-5.11550448336002e-06,0.0008597332915839689,0.00019699496662590706,-2.921559551743477e-05,-3.7468438820488236e-09,1.7521251851692662e-05,-3.884873689041533e-05
71.03997874259949,4.5992878996073117e-10,-4.859729259192019e-06,0.000895447915876543,0.0001871452182946117,-2.775481574156303e-05,-3.559501687946382e-09,4.006808924031218e-05,-6.032920002709872e-05
71.05010628700256,4.369323504626946e-10,-4.616742796232417e-06,0.0008506755200827158,0.0001777879573798811,-2.6367074954484876e-05,-3.381526603549063e-09,3.8064684778296574e-05,-5.731274002574378e-05
71.06099271774292,4.150857329395598e-10,-4.385905656420797e-06,0.00080814174407858,0.00016889855951088704,-2.504872120676063e-05,-3.2124502733716094e-09,-5.9670797497141895e-06,-1.2318572735360656e-05
71.07015872001648,3.943314462925818e-10,-4.166610373599756e-06,0.000767734656874651,0.00016045363153534267,-2.3796285146422598e-05,-3.0518277597030287e-09,-0.00010479085177679092,8.741948191596981e-05
71.08000707626343,3.7461487397795266e-10,-3.958279854919768e-06,0.0007293479240309184,0.00015243094995857554,-2.2606470889101468e-05,-2.8992363717178773e-09,-9.955130918795137e-05,8.304850782017133e-05
71.0905191898346,3.55884130279055e-10,-3.76036586217378e-06,0.0006928805278293724,0.00014480940246064676,-2.1476147344646394e-05,-2.7542745531319834e-09,-7.506984851612603e-06,-8.17067644777844e-06
71.1009624004364,3.3808992376510226e-10,-3.572347569065091e-06,0.0006582365014379038,0.00013756893233761441,-2.0402339977414075e-05,-2.616560825475384e-09,3.6583519634072234e-05,-5.147729786849373e-05
71.10994696617126,3.2118542757684715e-10,-3.3937301906118363e-06,0.0006253246763660086,0.0001306904857207337,-1.938222297854337e-05,-2.485732784201615e-09,3.475434365236862e-05,-4.8903432975069036e-05
71.1199049949646,3.051261561980048e-10,-3.2240436810812444e-06,0.0005940584425477081,0.000124155961434697,-1.84131118296162e-05,-2.3614461449915343e-09,-1.2781711786226648e-05,-6.599230703387448e-07
