x1,y1,z1,phix1,phiy1,phiz1,torso_lift_joint,arm_1_joint,arm_2_joint,arm_3_joint,arm_4_joint,arm_5_joint,arm_6_joint,arm_7_joint
-0.018997457147308383,-0.043287468384093586,0.887965606942718,3.139103498511947,-0.0006365835084833904,-1.5079033656919616,0.29642688252543936,1.610084845793362,-0.9300979551042644,-3.13980162417975,1.8306198517825214,-1.57701571762823,-0.6199674382823896,-1.5768677851512432
-0.019610010038256465,-0.042886702611474314,0.8737440858115795,3.1410669098171384,-0.00021739237478479723,-1.5081795475975002,0.2821956663459985,2.6702338456663797,0.9842415177415993,-2.6979858493667632,-0.3133479765143019,1.880312692952785,-1.3144825508136482,1.619245238225717
-0.018567636868904835,-0.044190612688417064,0.9197345350795804,3.1388166919021754,0.0003856585858947881,-1.5083388468922652,0.3279380999296154,0.23475213802527212,0.9215929512572989,-0.7595091595132869,1.0678567174505094,-1.8605369403971705,-0.19631228950017285,-0.6106143756792543
-0.024187891609493528,-0.04361043937172693,0.610652562376286,-3.1406713512684084,-0.0010306205268579838,-1.5016057344091198,0.019743557745099994,2.3642910669602433,0.9319320778274962,-0.4908062813732878,-0.32325329598042707,1.7724989061344127,-0.1957075549224743,-0.9961969721872179
-0.017926253629938382,-0.04275080195628478,0.939224604283958,3.1392500236028926,-0.00025399973818585053,-1.5101007098610195,0.3476034373289581,2.599492190720513,-1.3105652905274576,-1.2173109720882433,1.2023672616378112,1.13776164920971,0.5084962703962879,-1.7689922619228
-0.023852690870705073,-0.04441821226019904,0.6372441645365333,-3.1412863656716166,0.00024227864494053009,-1.5013869841838392,0.04601613574165699,0.6077869029758327,0.7883238609286964,0.017006012558163554,2.286819145020242,-1.2982480635495561,1.386523389522903,-1.6700500048704094
-0.0233520165845168,-0.04463431525113437,0.6930636159230555,-3.141187305418806,0.0005238975679704438,-1.5014689170622997,0.10290101989814217,0.5705085397544543,-0.871694502980727,0.7431259298214129,-0.31850171157379775,-1.9834132193090959,-1.1722577902184061,-1.7322124669475805
-0.019789794954849116,-0.043345687303252056,0.8740193711232407,3.141092616373117,0.00047162790019017464,-1.5073927014415438,0.28227385722104326,2.187560496411493,-1.5007594782098919,0.9244811241146745,2.2863888519346323,1.7302153619074343,1.1715799222101073,-0.2525352611014359
-0.020771678876829958,-0.04308879608335947,0.8351880586138236,3.1414470966347405,-0.0003586009899874121,-1.5065217248419416,0.24376420034761448,2.6788570510744263,-1.0001116503974008,0.7499884949915209,0.19456412943045445,-1.5498287788308225,-1.1987584185820774,-1.5326246428844152
-0.023521544034726616,-0.04474077959444411,0.6939430403969424,-3.1408215462100517,0.000752801266818981,-1.5014621771074237,0.10250999765423231,0.1719243967723513,-0.7777888870811427,1.4004511322583206,0.6766355099756214,1.9020019860414628,-0.852581396914903,-0.6928449256987527
-0.019016284067442157,-0.042898921144163715,0.9114578032752372,3.139443149943313,-0.0016684492470839807,-1.5093093999688254,0.32011888028774604,1.8541997957798997,-1.4198255153351194,-2.154677691669255,2.2514191274282056,-0.9360254153875224,1.393646582088252,-1.7740589343955957
-0.024199399244238196,-0.043746896029488225,0.6102606509145374,-3.141055447982943,-0.0011647647361940905,-1.5020896159650985,0.019469812681107933,2.3682965009059993,0.8995681541640334,0.5046703075568726,1.9939061396563733,0.813307874504645,-1.1594443800521632,1.848323588271453
-0.021766931185212668,-0.04328488094653049,0.785019424100861,3.1411105294047155,-0.0009323360783350942,-1.504599385117564,0.19336916198630916,2.67888573859302,0.920242994686501,-2.1726671185637936,-0.3227052828976297,-0.8813282814647224,-1.1004422420687698,-1.3604682931857712
-0.023414178999745072,-0.04417048375199517,0.7243895366008989,-3.1409597105834055,2.443005981156432e-05,-1.5022621926485924,0.13332188200802975,2.493040770395356,-1.406512463921293,1.2261079137645552,1.8078644806319357,-0.733439572776337,-0.8115354321637385,0.4159399434735538
-0.024229272160997795,-0.043650623900016505,0.6208487672507551,-3.1407760714151,-0.0007892740177655178,-1.5015901036909998,0.029947639377611322,2.238017436186238,0.8904979187419415,1.0210772508844894,-0.32376541277692494,0.22583760659484692,-0.566725359303657,2.0481233413665794
-0.02429030103652685,-0.044418439334945825,0.6109421337280592,-3.1411272966883557,-1.207731265129297e-05,-1.5012103904948997,0.019899942137774677,0.23580481824348803,-1.0015308941020349,-2.380088024681014,2.286404768352183,0.19086545124302012,0.9960078799370816,-1.7066893935705751
-0.019296763034364117,-0.0431230225099799,0.8991983792531367,3.139572287225037,-0.0011444272598613026,-1.508325715633287,0.30768632098581394,2.2022410343192114,-1.2319148473860102,1.199518200688454,2.283981109606247,1.4545327139698014,-0.5186524853179514,-0.9470221666108298
-0.01855414171396741,-0.043583571440868996,0.9244893946135639,3.138929489379833,-4.7466695420883553e-05,-1.509093796994698,0.33278601610758635,0.4009247487455855,-1.1059734928669005,-1.531988567355609,2.0263926162628003,-1.8126070159257037,-0.6717386606432375,0.7784613064855359
-0.021560002833957648,-0.044448908586266045,0.8154053388494586,-3.141384233965674,0.001053925727080074,-1.504363382529569,0.22366643670059153,0.06988714904874106,0.8127943047188916,1.1924964172962527,2.1339843310649362,0.8781433767739495,0.10315641055095019,1.8169112271108474
-0.018102158769020438,-0.04270397915421986,0.932401849996375,3.1386924185754776,-0.0006083490063253372,-1.510209118686651,0.34130895904672504,2.459006691752176,-1.078697977534266,-2.669760213582895,2.0581300618074,2.0743189809074627,-0.5303113231382153,0.16038241558058985
-0.023864249532092874,-0.04368035880395227,0.6209855859494917,-3.1413849792559176,-0.0007740998234888607,-1.5013275036329776,0.028656892014178523,2.0519701359519327,-1.012532728436234,-2.977572937234899,2.0773827964695157,1.8974138437983776,0.9013642592009705,-0.42921314089138385
