-2.0606277024198856,0.9160763296803314,709.2652113842281,304.8137360444408,-653.1841273194057,6.491047587856748
-1.9553708383927204,1.0388037354610042,709.3120465809301,304.83129819503466,-653.2684272866644,6.517278202735492
-1.9894871888164756,1.3021386511171165,708.9314771698666,304.63807175920186,-653.1958577427449,6.637848738029989
-1.7223255758497613,1.4546763434203522,707.9741928844008,304.50996732718414,-652.3920656964663,6.833730745909223
-1.9787076148047973,1.7481828934127344,708.328394263717,304.48551741079257,-653.1102891250412,7.239607199937916
-1.72749676335463,1.782745476529156,709.9958917585363,305.17311497743196,-654.6039389863661,7.261893649904672
-1.866958257663681,1.6812746104499405,711.5152831912916,305.71908408812556,-656.1451234073878,7.031400086515383
-1.7696395053795102,1.4595336924914757,710.8282582175552,305.465746151645,-655.565294844441,6.852022683088416
-1.8887621245049722,1.2751694158185698,710.1092254425522,305.20968954825963,-654.8793336817895,6.721813533949049
-1.7643346053345605,1.1318685111269808,710.7255888121666,305.33203978382915,-655.6121703669872,6.56896538042865
-1.7429475447431393,1.0404161021805451,709.5989630078138,304.73429868927474,-654.9417798302293,6.347762280291957
-1.7102989879678945,1.404114031746308,708.987266666706,304.3596956212971,-654.5913268509212,6.686632997010967
-1.770328724636575,1.4780847669668482,709.6630611929239,304.5604669787989,-655.0635664970165,6.81981844360553
-1.790097974700335,1.553864965461487,710.1556097978292,304.7220127112609,-655.7265190105368,6.856710300110528
-1.864400510961736,1.6327028265369252,708.1671765377513,303.995908462527,-653.9855630643151,6.852695357175783
-1.9204389102020039,1.6337474869142838,708.7512008950007,304.39196906034755,-654.7624719876709,6.991699345129705
-2.2547151597089936,1.5339024887475632,708.5677504721338,304.1768972354522,-654.4895472377714,7.038817641083468
-2.1780562245866375,1.7263673735101128,710.0643049512211,304.6306381237849,-656.1194946916647,7.1271994045087395
-2.248934236265307,1.640894571494431,709.7556109877859,304.5521493659939,-655.9528255536569,7.097153629089194
-2.2441212918009077,1.7351596749578202,710.9933835658483,305.10325494329186,-656.9678083378166,7.22453605977944
-2.4672473071687464,1.6415847088398772,708.3851756872,303.8015621215517,-654.7457857045139,7.0851378771856925
-2.621028947170878,1.5188048902259201,709.6268625173307,304.39710813430145,-655.7111008087113,7.123004250238452
-2.559483749613475,1.7832899940462479,710.7658067216355,304.7126006345571,-656.9624018205616,7.3498730644118755
