x,y,z,phix,phiy,phiz,ur10e/shoulder_pan_joint,ur10e/shoulder_lift_joint,ur10e/elbow_joint,ur10e/wrist_1_joint,ur10e/wrist_2_joint,ur10e/wrist_3_joint
0.2801397390643595,-0.14151256093396966,-0.32607337493311545,0.4685412822206665,0.543671713061312,-3.139059827595712,0.8064818917454408,-1.02397836514103,1.2494930488356415,-1.7198891359524513,-1.1693197138195517,2.344277484745069
0.2089783810000561,-0.12574065607116863,-0.31683057269814024,0.5415057307004156,0.15036463260602195,-2.7434703253605073,0.7769049228919949,-0.9765953831802667,1.255914209979296,-1.722370426966715,-1.017478871496337,2.863231355968564
0.09637908318428529,-0.2350523331888191,-0.3388913789321036,0.6431018316985391,-0.1361566028013197,-2.904726599023098,0.5109596660678637,-0.9355627545596068,1.3685885074613537,-1.4690157158747006,-1.3284090656049115,3.1499081151779817
0.27668256650464024,-0.06535765439799826,-0.35021997312711534,-0.014006909913318953,0.6004656174148865,2.5054734653001787,1.266284122593376,-1.1776368279284215,1.281173086817705,-2.4031027926876742,-1.2948051833175516,2.078547250383333
0.15794239339788912,0.06185109181160527,-0.358372461099062,-0.013264334470490802,0.21567301200404643,-3.10330772194829,1.4166926217924356,-1.1295804761222605,1.3069202777864959,-2.823497604947648,-1.145645681009415,2.8994953496021276
0.3110994275235725,0.08496423493903313,-0.33322165105439994,0.4925809043242668,0.06955493740654095,-1.445724752672696,1.2147196129150934,-0.9036298752792833,1.0652237400985944,-1.8105266366972934,0.14387322151111537,3.0621892345578496
0.2259975333337273,0.2134856081950012,-0.3148686261049863,0.3947561606136598,0.38187866482367916,-1.2400005595322094,1.3454610777527556,-0.8528940951434203,1.138110094050237,-1.6855888584066259,0.528248921151877,2.5856930396698923
0.34539321657441774,0.2777562135669097,-0.3302260148598238,0.03692888955793405,0.8013738847142076,-2.3218524389348443,1.2199165586516516,-0.9163265693935863,1.0265042630025656,-0.9045297684920168,0.07995912764145796,1.1253455781234845
0.4041628568827521,0.22194788961413936,-0.3329616496050737,0.31162029686467285,0.7621473360938227,-2.158395525570875,0.9930075551827775,-0.8486859696335767,0.9946325928751554,-0.703068482951033,-0.11267274890244483,1.195247420308145
0.45800270334602255,0.23500905564777058,-0.24198155726616502,-0.08591754523679151,1.0438492549081992,-2.7662186296555142,0.9471727662095164,-0.8015814869319353,1.0062979799424028,-1.1455820977609754,-0.17838955790569244,1.1721353135420562
0.47012325011609857,0.03907396368976898,-0.2011583649147278,0.35833092469884953,1.0552031058931362,-2.761867566605447,0.3908877287027588,-0.6686033179046103,1.073448894830606,-1.0897591034323044,-0.5933281623002591,1.5394052017991253
0.3339919390954025,0.029514780560880922,-0.3499194467347822,0.5163636518363033,-0.021067571768442317,-1.559815381839041,0.5039267933821208,-0.6801855526351606,1.0405464978858658,0.18298139001062363,-0.04263862394978091,1.5797540551420903
0.36312602782495607,0.08474995994667298,-0.37160104607030714,0.5473118737139862,0.15907450498189446,-1.6205971662589733,0.49171202556368687,-0.6365442592304813,1.0094757241469585,0.3724546221631604,-0.11355432291355427,1.171664082291196
0.410045652806568,0.2641383781092036,-0.2964994074263471,0.23710001502411027,0.8872848483656388,-2.210862572447009,0.6584304568527388,-0.6394294211307585,1.0038210778545578,-0.004059921995588134,-0.1136687188797394,0.5082263225891621
0.49941487892924313,0.2564079562150511,-0.18587715629508686,-0.0336406463223744,1.194433732912691,-2.7000204967273373,0.16787543746740674,-0.40570101806909786,1.0022188962410716,-0.21529300570199528,-0.27068085956704113,0.5894347996547795
0.5380793461722465,0.15270762130299784,-0.2083210677157928,0.3321028001469557,1.1238667114445398,-2.540684685902491,-0.17451419201341345,-0.319204263500386,0.9919896053408124,-0.3876897887440647,-0.43922808365350186,1.0857104564015048
