x,y,z,phix,phiy,phiz,ur10e/shoulder_pan_joint,ur10e/shoulder_lift_joint,ur10e/elbow_joint,ur10e/wrist_1_joint,ur10e/wrist_2_joint,ur10e/wrist_3_joint
0.020565523683765394,-0.02192140343700623,-0.4699974936497009,-0.24622021115049542,-0.050977193317273795,-1.2542550950673477,1.4811452721791163,-1.3137269884820713,1.2659930998207232,-0.2321368612367536,0.9468940581047862,1.9169443556515873
0.08720550663004714,0.03757569700509193,-0.45459606396316105,-0.08964305773943781,0.025108545515963865,-1.2116053893934369,1.5317803242353518,-1.2478321393299652,1.1945782626214028,-0.5501825809879612,0.7696145696113481,2.0674917637599464
0.07849326825416184,0.07281827268723491,-0.4502849406267855,-0.0873168060595737,0.08921691943355148,-1.4308666398832448,1.5126120072802678,-1.2291635744827278,1.1976354033318186,-0.49657530661119953,0.7425367172649837,1.8047912576825844
0.06505904429818041,0.08306028293255947,-0.39847914016085023,-0.13782116414620615,0.09219518966454521,-1.7864738152295798,1.2974248507831856,-1.1345891325950799,1.235949560242739,-0.1540916594259336,0.7978884543678735,1.3221381411953717
0.06765837402195202,-0.036298725807388695,-0.3794935599695502,-0.19526606210769382,-0.1371043384567816,-1.284804541572018,1.180429597297513,-1.1230307446010377,1.2415272981709133,-0.031593981228590806,0.8476268245099563,1.8613298295118685
0.2510998899435394,-0.13501274028152627,-0.4223761012592634,-0.15067215863358063,-0.43075649965218066,-0.6965827034601366,1.1803083029161927,-1.1584040090974943,1.059260935330932,-0.16393117273747748,0.4773756891082561,2.635905419671875
0.3637313234643814,0.08396328910245159,-0.37381043925256785,0.4262041168832944,0.44694520403337856,-2.146441212809662,1.2130719232311433,-1.0276456453413854,1.0200153404076824,-1.6965333740105955,-0.2609767407151944,2.4002476023172576
0.37173144213663667,0.12253791289394739,-0.35876196215691264,0.21967717043073787,0.6441083231988216,-2.500994973217256,1.3147802242300832,-1.037896570321557,1.029903212989546,-2.130130375440631,-0.33275829267231405,2.3880947450842758
0.29664277436279785,0.04663081344281089,-0.39006399233523725,0.37356593707474284,0.24659076674541325,-2.0576001173981155,1.3312068174264233,-1.060575169191372,1.0552836083979757,-2.262820826216978,-0.2778470499704415,3.086083638688544
0.31984172948215445,-0.022701979626331185,-0.38890477716043803,0.42924974205775834,0.3203781197127431,-2.430342356922424,1.1641185036719968,-1.1066544520533608,1.0782317586189096,-1.8786085946967015,-0.5711957401951242,2.67250809327291
0.470878017214066,-0.027529577151461572,-0.3244261935191907,0.22586027454592905,0.8627423147491116,-3.0544402175002388,0.928478797226802,-1.0116661696760207,1.034096277103706,-1.6205591861417883,-0.7328834432457692,1.816737806480413
0.34901803407568166,-0.1420348248922712,-0.3569936647375384,0.5881526061498801,0.447757374648476,-2.758779025957746,0.7316860082335852,-0.9992787567611199,1.1318713826873088,-1.449128836108593,-0.9132375520951879,2.371398929958282
