rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1690205323107301164,,22108,,1690205323,117009238,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323121658029,,22109,,1690205323,130847720,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323123581238,,22110,,1690205323,133247264,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323132433666,,22111,,1690205323,142159405,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323141335533,,22112,,1690205323,150410559,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323149462474,,22113,,1690205323,159051066,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323157372487,,22114,,1690205323,166822236,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323165669078,,22115,,1690205323,175311530,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323174002931,,22116,,1690205323,183696511,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323182246344,,22117,,1690205323,191841917,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323190280631,,22118,,1690205323,199894063,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323198764488,,22119,,1690205323,208470919,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323209615692,,22120,,1690205323,219214275,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323215515229,,22121,,1690205323,225070800,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323223632950,,22122,,1690205323,233306166,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323231974343,,22123,,1690205323,241625970,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323243642105,,22124,,1690205323,253275874,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323248825881,,22125,,1690205323,258507975,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323257027364,,22126,,1690205323,266667423,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323265503521,,22127,,1690205323,275152728,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323273465258,,22128,,1690205323,283111724,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323282622137,,22129,,1690205323,292244427,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323290467006,,22130,,1690205323,300136276,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323299267624,,22131,,1690205323,308914203,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323306857716,,22132,,1690205323,316575322,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323315351057,,22133,,1690205323,325020073,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323323721027,,22134,,1690205323,333365798,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
1690205323331932207,,22135,,1690205323,341546324,"""world""",,,3.883542537689209,1.3631811141967773,-0.18130004405975342,,0.3735612630844116,-0.5897002220153809,-0.3501795530319214,0.6245638132095337
