x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,torso_lift_joint,arm_1_joint,arm_2_joint,arm_3_joint,arm_4_joint,arm_5_joint,arm_6_joint,arm_7_joint
0.3802504553584805,0.4808042433875588,0.33573083726689873,0.22705099030701575,0.44798492722273475,0.31354159590444125,0.227100716517536,0.5437951195369471,0.33144339599041744,0.227100716517536,0.5437951195369471,0.33144339599041744,0.2373524122292595,1.2206949209222415,-0.44314653852643854,-0.6674132138857782,2.037083566245839,-0.4723698387479684,0.6191721908727333,-0.5069349330703629
0.43535531831857593,0.5290988233840825,0.5001725952504219,0.32975125760139185,0.5337282117641229,0.3824190693451217,0.30151054297769114,0.606529776136532,0.4407496901335307,0.30151054297769114,0.606529776136532,0.4407496901335307,0.19379935882398935,1.348461875469788,-0.11634293669177315,-1.0788323183359156,2.039630008130206,-0.646834310341679,0.7791139356087583,-0.6637995580635146
0.5000782165303774,-0.010653663487675352,0.10827256009661923,0.4875683766946705,0.1415847361140765,0.14958249580117977,0.5303930320986385,0.14552425526106258,0.06211474976943532,0.5303930320986385,0.14552425526106258,0.06211474976943532,0.35018375166158416,0.5782399055055301,-0.6454966282655048,-0.5596956541747841,1.1147040236849775,0.12676455011961504,0.06679267335049946,0.12794243868587812
0.6393368360487843,-0.13747055690590526,0.253262772367095,0.615293765089074,-0.14977469013570627,0.09734585283905434,0.7033011495956267,-0.10830516550206072,0.1032660076157988,0.7033011495956267,-0.10830516550206072,0.1032660076157988,0.1448119477676128,0.3822405804660296,-0.15272944361778823,-0.742594609520011,1.2134476767552809,-0.47898975510874925,0.6550749648459614,-1.136913566719626
0.6799470636585863,-0.11969095086597405,0.5657329437588743,0.6851343040551077,-0.21884932843593236,0.4425247772086026,0.7469763516296497,-0.14799909984033027,0.41691495542749646,0.7469763516296497,-0.14799909984033027,0.41691495542749646,0.05379623113613261,0.4120002024881497,0.649123629753486,-1.0042185031216924,1.120763328168863,-1.2677550722255702,0.9740590587848572,-0.3284300297667963
0.5459905606334664,0.20693852584953215,0.17063263690059988,0.5970846738442283,0.2704261138104567,0.3062727798656747,0.6574477610299304,0.30817029850792366,0.23970140106028492,0.6574477610299304,0.30817029850792366,0.23970140106028492,0.2349675502384862,0.4512706315482673,-0.8230725996717236,-1.0649649480740615,1.7160324686680268,1.3296079183330594,0.3092596650778868,-0.6920551872751511
0.5949009655413697,0.0164830447864997,0.23844058539566187,0.4661357993418887,-0.07391286613796058,0.2554007843631126,0.4588457364444513,-0.04145387356590256,0.16378562326864582,0.4588457364444513,-0.04145387356590256,0.16378562326864582,0.21471577136601766,1.0185135713080427,0.3417251422786053,-0.05982604427127276,1.6171967755296137,-1.6948538139849156,0.6652605051224456,0.5900217315875016
0.556433924746129,0.14769966716480887,0.33265890430751294,0.44032654966707185,0.2547725203260976,0.3423553873282958,0.5196749434514394,0.3091051573045921,0.3264852056907272,0.5196749434514394,0.3091051573045921,0.3264852056907272,0.342520916412542,0.4633585604933348,-0.4994750602095445,-0.7092454248416143,1.7420644679317063,-0.33135192388465823,0.49354900564290805,-0.2724803228693
0.6458279136483238,0.08446943380220565,0.4753191771669897,0.5611539992625187,0.09308071594460471,0.3419186446979091,0.6148553750745263,0.17439028035726553,0.3396873197519612,0.6148553750745263,0.17439028035726553,0.3396873197519612,0.2770740480100086,0.612985031216923,0.21997147218088942,-0.7033548604825968,1.7569442789427665,-0.6391278146058182,0.7004008473492942,-0.5412945817125951
0.6692963002708185,0.10802144257408305,0.41631849323527315,0.5585798263503068,0.13745500930546756,0.3071623551161322,0.6215598457307854,0.21094098445734683,0.29561274545089455,0.6215598457307854,0.21094098445734683,0.29561274545089455,0.2771522402064274,0.6129083311601651,0.21968001196520884,-0.7032628204144871,1.7570976790562824,-0.6391369455249365,0.7004145437279716,-0.5411987070618529
0.4883229421383276,0.26786067739277436,0.11367584748907184,0.3813001863638217,0.3693151909271528,0.17105749470810416,0.407706548708373,0.4100028483428315,0.08651586530225575,0.407706548708373,0.4100028483428315,0.08651586530225575,0.3483462350457424,1.0366914847596989,-0.7069180337173449,-0.5660924389084048,1.275835502922272,0.015586478934969594,0.04277835606932194,0.0161343340820687
0.5910032935930387,0.2785832894513631,0.3216526351055224,0.4488604134937961,0.29636781865500184,0.25443164980426175,0.4902717763966063,0.3838320463846189,0.24280507217401898,0.4902717763966063,0.3838320463846189,0.24280507217401898,0.26675267808272735,0.8942441393486631,-0.16592185338017146,-0.6341100492414364,1.7780828145852827,-0.4783323289322303,0.5648203948209427,-0.43043152723753175
0.6855498822181976,0.25621551908508333,0.5910222162416411,0.7752256099801673,0.27994234957035713,0.4628237387251861,0.7911269214993777,0.3597900499752996,0.516410687630535,0.7911269214993777,0.3597900499752996,0.516410687630535,0.11838298537805927,0.8084781358818205,-0.09903940388715887,-1.6803448434551842,1.5995097424412092,-1.1234226337223105,0.3735093774539346,-0.9459906134151463
