# timestamp, jointType, position.X, position.Y, position.Z, orientation.X, orientation.Y, orientation.Z, orientation.W, state
632.9196, 0, 0.1212054, -0.330868, 2.294018, 0.0007989467, 0.9999726, -0.00552262, 0.004868891, 2
632.9196, 1, 0.1217168, -0.02123052, 2.290601, 0.0007929777, 0.9999667, -0.00552348, 0.005949588, 2
632.9196, 2, 0.1214807, 0.2796749, 2.273486, -0.001578244, 0.9989702, -0.04481138, 0.006944397, 2
632.9196, 3, 0.1344391, 0.4364938, 2.251646, 0, 0, 0, 0, 2
632.9196, 4, -0.05246127, 0.1799743, 2.283674, 0.7568305, -0.6531077, 0.01131803, 0.02302107, 2
632.9196, 5, -0.1049753, -0.09288423, 2.269897, 0.7456256, -0.05457612, -0.6591126, -0.08145186, 1
632.9196, 6, -0.1362909, -0.3062197, 2.178619, 0.7629088, -0.178058, 0.6111716, -0.1128489, 1
632.9196, 7, -0.1341345, -0.3525821, 2.171409, 0.7635403, -0.03185508, 0.6407394, -0.07378694, 1
632.9196, 8, 0.2809008, 0.1575694, 2.289192, 0.802693, 0.5954378, 0.000150093, 0.03372889, 2
632.9196, 9, 0.3285328, -0.1065562, 2.291051, 0.6851239, 0.06380642, 0.7229496, -0.06227314, 1
632.9196, 10, 0.3716752, -0.3237822, 2.219101, 0.8746982, 0.1555701, -0.4486947, -0.09681939, 1
632.9196, 11, 0.3605722, -0.3771953, 2.199627, 0.8427321, 0.003561319, -0.5008449, -0.1973429, 1
632.9196, 12, 0.04309309, -0.3205781, 2.257115, -0.6469611, 0.7306209, -0.1493481, 0.1591524, 2
632.9196, 13, 0.03216192, -0.6700141, 2.297476, 0.7098292, -0.05145175, -0.7018552, 0.02990872, 2
632.9196, 14, 0.03012983, -1.012189, 2.337344, 0.7108903, -0.04279856, -0.7009041, 0.03920037, 2
632.9196, 15, 0.03195975, -1.047004, 2.199917, 0, 0, 0, 0, 2
632.9196, 16, 0.1954879, -0.3307422, 2.258712, 0.6885225, 0.691019, -0.1586575, -0.1525036, 2
632.9196, 17, 0.2040853, -0.6813635, 2.305081, 0.7027481, 0.05520235, 0.7082958, 0.03761488, 2
632.9196, 18, 0.1917618, -1.000281, 2.339272, 0.7043618, 0.02424185, 0.7075726, 0.05126195, 2
632.9196, 19, 0.1913378, -1.035285, 2.20187, 0, 0, 0, 0, 2
632.9196, 20, 0.1216688, 0.2056493, 2.280142, -0.0002672392, 0.9997103, -0.0230283, 0.00700521, 2
632.9196, 21, -0.1246254, -0.4250172, 2.151972, 0, 0, 0, 0, 2
632.9196, 22, -0.09468363, -0.364695, 2.153, 0, 0, 0, 0, 2
632.9196, 23, 0.3424377, -0.4540278, 2.181665, 0, 0, 0, 0, 2
632.9196, 24, 0.3168241, -0.3950711, 2.166563, 0, 0, 0, 0, 2
665.9222, 0, 0.1211993, -0.3308466, 2.294014, 0.0007945495, 0.9999718, -0.005487187, 0.005061395, 2
665.9222, 1, 0.1217086, -0.02122206, 2.290619, 0.0007870402, 0.9999639, -0.005488268, 0.006429722, 2
665.9222, 2, 0.1214628, 0.2796644, 2.273563, -0.001630982, 0.99897, -0.04468645, 0.00771437, 2
665.9222, 3, 0.1344259, 0.4364963, 2.251621, 0, 0, 0, 0, 2
665.9222, 4, -0.05224256, 0.1799745, 2.283533, 0.756882, -0.6530553, 0.01169908, 0.02261724, 2
665.9222, 5, -0.1051635, -0.0928759, 2.269764, 0.7480073, -0.05542952, -0.6563051, -0.08170821, 1
665.9222, 6, -0.1362471, -0.3064427, 2.178638, 0.7983605, -0.170239, 0.5643052, -0.1232841, 1
665.9222, 7, -0.1338278, -0.3527554, 2.172348, 0.8034444, -0.01905113, 0.5909865, -0.06963558, 1
665.9222, 8, 0.2808996, 0.1578139, 2.289555, 0.8022506, 0.5960001, 0.0009464137, 0.0343063, 2
665.9222, 9, 0.3286639, -0.1068836, 2.290878, 0.6853203, 0.06312835, 0.7227609, -0.06298931, 1
665.9222, 10, 0.3718032, -0.3242829, 2.219061, 0.8625517, 0.1578444, -0.4717633, -0.09235284, 1
665.9222, 11, 0.361205, -0.3762375, 2.200421, 0.8297539, 0.008856297, -0.5231564, -0.1942615, 1
665.9222, 12, 0.0430868, -0.3205677, 2.257091, -0.647001, 0.7305536, -0.1494047, 0.159246, 2
665.9222, 13, 0.03198619, -0.6703618, 2.297472, 0.7099714, -0.05158477, -0.7017088, 0.02974008, 2
665.9222, 14, 0.03010163, -1.0122, 2.337343, 0.7112573, -0.0426688, -0.7005277, 0.039414, 2
665.9222, 15, 0.03209095, -1.04701, 2.199922, 0, 0, 0, 0, 2
665.9222, 16, 0.195477, -0.3306843, 2.258745, 0.6884044, 0.6911969, -0.1584702, -0.1524249, 2
665.9222, 17, 0.2041551, -0.6812986, 2.305079, 0.7026184, 0.05525637, 0.7084268, 0.03749003, 2
665.9222, 18, 0.1929597, -1.002508, 2.338818, 0.7043166, 0.02481911, 0.7077459, 0.04917265, 2
665.9222, 19, 0.1926786, -1.037478, 2.201436, 0, 0, 0, 0, 2
665.9222, 20, 0.1216537, 0.2056456, 2.2802, -0.0002992345, 0.9997066, -0.02294219, 0.007776167, 2
