t,x1,y1,z1,torso_1_joint,torso_2_joint,arm_left_1_joint,arm_left_2_joint,arm_left_3_joint,arm_left_4_joint,arm_left_5_joint,arm_left_6_joint,arm_left_7_joint
42.3991174697876,0.115424597820405,-0.25815625286644,0.192398851082878,-0.66244960324406,0.12351996799262,-1.18104175553174,1.10998099069093,-0.307380029014705,-1.75330025292656,0.004490249387539,-0.050566483576453,-0.1099629014527
57.5989050865173,0.09856623753403,-0.240271052040907,0.364452950595624,-0.612539620834216,0.01101877574708,-1.23268168477512,1.40033029067534,-0.05225026184955,-1.9106905167156,-0.000521074098885,-0.010183928008434,-0.146374832972432
74.9991602897644,0.081911851319437,-0.240463110568901,0.531904357892185,-0.646920444611699,0.023870179166588,-1.24057183606135,1.73841939797067,0.350338202241074,-1.85468871310186,-0.003971572133635,0.059040193448791,-0.12231110591056
92.3993628025055,0.142953999401258,-0.092206841728854,0.006617658114977,-0.394429603770703,0.29894121720526,-0.967902262102481,0.824220069450588,-0.616818468498966,-1.58236877373246,0.004390540636327,-0.10982041168166,-0.074401817943316
109.699590921402,0.122379317535847,-0.061344855918665,0.196698638914436,-0.30821988349153,0.047029933480688,-0.983140019891027,0.957870034813568,-0.534970047347351,-1.94645048509519,0.006920650198345,-0.107813283041867,-0.18077963585237
126.099517822266,0.09870800483864,-0.03971419725638,0.365755719279813,-0.255599548777091,-0.102050948127971,-1.08699135888353,1.32008946726066,-0.198611203773689,-2.15618017336688,-0.00327073466117,-0.048123022623661,-0.280525202603846
143.499829769135,0.084820334393244,-0.043653416870556,0.520320503828293,-0.278799090717876,-0.05903908557365,-1.0706705783644,1.83708917592202,0.338839098759887,-2.12085834824983,-0.015250165876564,0.054502337393606,-0.204647013373392
160.879759788513,0.149027276267664,0.102109455594487,0.006366191135876,0.003010437300579,0.269210752060052,-0.672694861110009,0.79213965473171,-0.714588651490843,-1.6112085712827,0.005930273852167,-0.147105007827389,-0.100254507488482
178.19998049736,0.112691200285376,0.126422077315767,0.196874475347331,0.105230602684313,0.013830274909877,-0.701458002007168,0.952990232014144,-0.634159162568021,-1.99478909593544,0.010130504996996,-0.145054245956295,-0.225394614856475
193.500140666962,0.079134690854414,0.141104948170417,0.364200558109494,0.187840261801917,-0.15725076741104,-0.865141179771013,1.29792057068013,-0.269220339440065,-2.18204117197465,-0.004301378003031,-0.068521558256344,-0.361661196205932
212.000267744064,0.069893159612719,0.135846091814593,0.515003401999067,0.078159676730101,-0.111720300150609,-0.748910518937279,1.9045703794374,0.318179253761044,-2.18941003218445,-0.025470312875852,0.048982733634174,-0.26069389897806
